GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
5.3.2,ru.skorikov,SimpleLinkedContainer.Element,0,9,0,0,0,3,0,1,0,1
5.3.2,ru.skorikov,SimpleLinkedContainer.new Iterator() {...},2,33,1,1,0,7,1,3,0,3
5.3.2,ru.skorikov,SimpleLinkedContainer,0,75,0,8,0,22,0,8,0,4
