GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
5.3.3,ru.skorikov,SimpleQueue,0,56,0,2,0,18,0,5,0,4
5.3.3,ru.skorikov,SimpleLinkedContainer.Element,4,26,0,0,2,10,1,6,1,6
5.3.3,ru.skorikov,SimpleStack,0,58,0,4,0,15,0,6,0,4
5.3.3,ru.skorikov,SimpleLinkedContainer.new Iterator() {...},2,33,1,1,0,7,1,3,0,3
5.3.3,ru.skorikov,SimpleLinkedContainer,0,95,0,8,0,31,0,14,0,10
