GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
5.3.1,ru.skorikov,SimpleArrayContainer,0,69,0,4,0,13,0,6,0,4
5.3.1,ru.skorikov,SimpleArrayContainer.new Iterator() {...},0,39,0,4,0,6,0,5,0,3
