GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
map2,ru.skorikov,User,0,46,0,0,0,15,0,7,0,7
map2,ru.skorikov,UserNoOverrideEqualsAndHashCode,9,53,0,0,3,9,1,2,1,2
