GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
1.1,ru.skorikov,ProblemJMM,38,0,0,0,9,0,2,0,2,0
1.1,ru.skorikov,ProblemJMM.new Runnable() {...},21,0,2,0,7,0,3,0,2,0
1.1,ru.skorikov,ProblemJMM.new Runnable() {...},22,0,0,0,8,0,2,0,2,0
