GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
M_Synch.2,ru.skorikov,User,0,51,0,8,0,17,0,10,0,6
M_Synch.2,ru.skorikov,UserStorage,7,114,3,11,2,31,3,10,0,6
