GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
002.1,ru.skorikov,CountWordAndSpace,32,0,0,0,7,0,2,0,2,0
002.1,ru.skorikov,CountWordAndSpace.new Runnable() {...},72,0,2,0,19,0,3,0,2,0
002.1,ru.skorikov,CountWordAndSpace.new Runnable() {...},89,0,10,0,24,0,7,0,2,0
