GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
W_N_N_all_1,ru.skorikov,BlockingQueue,3,46,0,4,1,14,0,5,0,3
W_N_N_all_1,ru.skorikov,Start,38,0,4,0,8,0,4,0,2,0
W_N_N_all_1,ru.skorikov,Producer,4,28,0,2,2,11,0,4,0,3
W_N_N_all_1,ru.skorikov,Consumer,3,43,0,2,2,14,0,5,0,4
