GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
No_block_cash,ru.skorikov,Model,0,34,0,0,0,14,0,7,0,7
No_block_cash,ru.skorikov,MyNotBlockClass,0,128,0,6,0,25,0,10,0,7
No_block_cash,ru.skorikov,OptimisticException,0,4,0,0,0,2,0,1,0,1
