GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
W_N_N_all_2,ru.skorikov,Work,0,30,0,0,0,9,0,2,0,2
W_N_N_all_2,ru.skorikov,ThreadPool.Job,14,34,1,3,4,8,1,3,0,2
W_N_N_all_2,ru.skorikov,ThreadPool,5,68,0,4,0,17,0,7,0,5
