GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Tree_3,ru.skorikov,BinarySearchTree.Node,0,18,0,0,0,6,0,2,0,2
Tree_3,ru.skorikov,BinarySearchTree,17,179,5,27,4,45,5,18,0,7
