GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
2,ru.skorikov,SimpleSet,0,97,0,14,0,27,0,12,0,5
2,ru.skorikov,SimpleSet.Element,0,12,0,0,0,4,0,1,0,1
