GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
M_Synch.4,ru.skorikov,ParallerSearch.new Runnable() {...},20,0,0,0,4,0,2,0,2,0
M_Synch.4,ru.skorikov,ParallerSearch,125,50,16,4,29,16,11,4,2,3
